league,season,date,team,h_a,result,pts,goals_scored,goals_missed,deep_passes,deep_passes_allowed,ppda,oppda
Bundesliga,2014,2015-04-26 14:30:00,Werder Bremen,a,d,1,2,2,6,3,3.7586206896551726,8.1
Bundesliga,2014,2015-05-02 14:30:00,Werder Bremen,h,w,3,1,0,13,6,5.82051282051282,4.413793103448276
Bundesliga,2014,2015-05-09 14:30:00,Werder Bremen,a,d,1,1,1,5,5,8.8,3.727272727272727
Bundesliga,2014,2015-05-16 14:30:00,Werder Bremen,h,l,0,0,2,10,7,17.333333333333332,6.909090909090909
Bundesliga,2014,2015-05-23 14:30:00,Werder Bremen,a,l,0,2,3,4,13,16.90909090909091,6.28
Bundesliga,2014,2014-08-23 14:30:00,Schalke 04,a,l,0,1,2,3,4,6.055555555555555,9.642857142857142
Bundesliga,2014,2014-08-30 17:30:00,Schalke 04,h,d,1,1,1,1,10,17.695652173913043,4.7560975609756095
Bundesliga,2014,2014-09-13 17:30:00,Schalke 04,a,l,0,1,4,8,13,12.909090909090908,12.071428571428571
Bundesliga,2014,2014-09-20 14:30:00,Schalke 04,h,d,1,2,2,4,2,9.521739130434783,16.35
Bundesliga,2014,2014-09-23 19:00:00,Schalke 04,a,w,3,3,0,6,5,6.833333333333333,8.357142857142858
Bundesliga,2014,2014-09-27 14:30:00,Schalke 04,h,w,3,2,1,2,7,8.925925925925926,4.777777777777778
Bundesliga,2014,2014-10-04 14:30:00,Schalke 04,a,l,0,1,2,7,9,11.27777777777778,9.421052631578949
Bundesliga,2014,2014-10-18 17:30:00,Schalke 04,h,w,3,2,0,5,4,10.916666666666666,7.6923076923076925
Bundesliga,2014,2014-10-25 17:30:00,Schalke 04,a,l,0,0,1,2,11,9.857142857142858,8.115384615384615
Bundesliga,2014,2014-10-31 19:30:00,Schalke 04,h,w,3,1,0,4,2,13.047619047619047,4.7560975609756095
Bundesliga,2014,2014-11-08 14:30:00,Schalke 04,a,l,0,0,2,5,4,10.714285714285714,17.791666666666668
Bundesliga,2014,2014-11-22 14:30:00,Schalke 04,h,w,3,3,2,4,8,15.863636363636363,6.84
Bundesliga,2014,2014-11-29 14:30:00,Schalke 04,h,w,3,4,1,6,11,12.2,7.555555555555555
Bundesliga,2014,2014-12-06 14:30:00,Schalke 04,a,w,3,4,0,5,7,13.714285714285714,9.6875
Bundesliga,2014,2014-12-13 14:30:00,Schalke 04,h,l,0,1,2,8,2,9.821428571428571,31.53846153846154
Bundesliga,2014,2014-12-17 19:00:00,Schalke 04,a,w,3,2,1,3,11,8.043478260869565,7.071428571428571
Bundesliga,2014,2014-12-20 14:30:00,Schalke 04,h,d,1,0,0,2,2,7.34375,11.653846153846152
Bundesliga,2014,2015-01-31 14:30:00,Schalke 04,h,w,3,1,0,10,11,16.26086956521739,7.545454545454546
Bundesliga,2014,2015-02-03 19:00:00,Schalke 04,a,d,1,1,1,1,5,12.666666666666666,9.954545454545457
Bundesliga,2014,2015-02-06 19:30:00,Schalke 04,h,w,3,1,0,2,3,11.292682926829269,6.0
Bundesliga,2014,2015-02-14 17:30:00,Schalke 04,a,l,0,0,1,3,7,8.724137931034482,8.592592592592593
Bundesliga,2014,2015-02-21 14:30:00,Schalke 04,h,d,1,1,1,6,4,5.5,6.107142857142857
Bundesliga,2014,2015-02-28 14:30:00,Schalke 04,a,l,0,0,3,1,14,20.875,5.15625
Bundesliga,2014,2015-03-07 14:30:00,Schalke 04,h,w,3,3,1,8,7,4.868421052631579,7.128205128205129
Bundesliga,2014,2015-03-14 14:30:00,Schalke 04,a,d,1,2,2,4,3,4.333333333333333,12.833333333333334
Bundesliga,2014,2015-03-21 17:30:00,Schalke 04,h,l,0,0,1,5,7,5.678571428571429,7.135135135135135
Bundesliga,2014,2015-04-05 14:30:00,Schalke 04,a,d,1,0,0,7,4,5.166666666666667,4.75
Bundesliga,2014,2015-04-11 14:30:00,Schalke 04,h,d,1,0,0,9,6,5.041666666666667,8.75
Bundesliga,2014,2015-04-19 16:30:00,Schalke 04,a,d,1,1,1,1,6,11.285714285714286,11.421052631578949
Bundesliga,2014,2015-04-24 19:30:00,Schalke 04,a,l,0,0,2,6,5,7.064516129032258,10.615384615384617
Bundesliga,2014,2015-05-02 14:30:00,Schalke 04,h,w,3,3,2,12,2,6.695652173913044,13.791666666666666
Bundesliga,2014,2015-05-10 16:30:00,Schalke 04,a,l,0,0,2,2,5,6.258064516129032,19.25
Bundesliga,2014,2015-05-16 14:30:00,Schalke 04,h,w,3,1,0,4,9,5.653846153846154,6.28125
Bundesliga,2014,2015-05-23 14:30:00,Schalke 04,a,l,0,0,2,5,4,9.25925925925926,6.0606060606060606
Bundesliga,2014,2014-08-24 14:30:00,Mainz 05,a,d,1,2,2,7,5,8.15,7.275
Bundesliga,2014,2014-08-31 14:30:00,Mainz 05,h,d,1,0,0,7,7,11.294117647058824,10.12
Bundesliga,2014,2014-09-13 14:30:00,Mainz 05,a,w,3,3,1,6,3,7.954545454545454,4.243902439024391
Bundesliga,2014,2014-09-20 17:30:00,Mainz 05,h,w,3,2,0,4,8,9.333333333333334,5.0
Bundesliga,2014,2014-09-23 19:00:00,Mainz 05,a,d,1,2,2,4,11,7.84375,9.307692307692308
Bundesliga,2014,2014-09-26 19:30:00,Mainz 05,h,d,1,0,0,5,2,9.142857142857142,11.448275862068966
Bundesliga,2014,2014-10-05 16:30:00,Mainz 05,a,d,1,1,1,3,13,18.5,6.441176470588236
Bundesliga,2014,2014-10-18 14:30:00,Mainz 05,h,w,3,2,1,6,8,9.4,11.0
Bundesliga,2014,2014-10-26 14:30:00,Mainz 05,a,l,0,0,3,4,8,6.024390243902439,6.735294117647059
Bundesliga,2014,2014-11-01 14:30:00,Mainz 05,h,l,0,1,2,9,2,4.241379310344827,9.071428571428571
Bundesliga,2014,2014-11-08 14:30:00,Mainz 05,a,d,1,0,0,2,11,5.166666666666667,8.863636363636363
Bundesliga,2014,2014-11-22 14:30:00,Mainz 05,h,d,1,2,2,3,1,6.172413793103448,24.2
Bundesliga,2014,2014-11-29 14:30:00,Mainz 05,a,l,0,1,4,11,6,7.555555555555555,12.2
Bundesliga,2014,2014-12-07 14:30:00,Mainz 05,a,l,0,1,2,5,8,3.2333333333333334,5.775
Bundesliga,2014,2014-12-13 17:30:00,Mainz 05,h,d,1,1,1,4,1,4.2368421052631575,9.0
Bundesliga,2014,2014-12-16 19:00:00,Mainz 05,a,d,1,0,0,3,2,14.789473684210526,9.296296296296296
Bundesliga,2014,2014-12-19 19:30:00,Mainz 05,h,l,0,1,2,1,7,18.90909090909091,4.2105263157894735
Bundesliga,2014,2015-01-31 14:30:00,Mainz 05,h,w,3,5,0,7,4,8.0,8.482758620689655
Bundesliga,2014,2015-02-03 19:00:00,Mainz 05,a,d,1,1,1,8,8,16.047619047619047,12.55
Bundesliga,2014,2015-02-07 14:30:00,Mainz 05,h,l,0,0,2,9,2,7.045454545454546,15.523809523809524
Bundesliga,2014,2015-02-13 19:30:00,Mainz 05,a,l,0,2,4,2,8,22.071428571428573,7.303030303030303
Bundesliga,2014,2015-02-21 14:30:00,Mainz 05,h,w,3,3,1,5,8,13.764705882352942,5.114285714285714
Bundesliga,2014,2015-02-28 14:30:00,Mainz 05,a,l,0,0,2,7,7,8.96551724137931,9.173913043478262
Bundesliga,2014,2015-03-07 17:30:00,Mainz 05,h,d,1,2,2,5,3,10.285714285714286,7.92
Bundesliga,2014,2015-03-14 14:30:00,Mainz 05,a,w,3,2,0,6,4,9.161290322580646,3.425
Bundesliga,2014,2015-03-22 14:30:00,Mainz 05,h,d,1,1,1,10,2,15.0,4.411764705882353
Bundesliga,2014,2015-04-04 14:30:00,Mainz 05,a,d,1,0,0,7,2,8.578947368421053,5.486486486486487
Bundesliga,2014,2015-04-11 14:30:00,Mainz 05,h,l,0,2,3,3,5,3.806451612903226,7.275
Bundesliga,2014,2015-04-18 14:30:00,Mainz 05,a,w,3,3,2,5,11,10.76,5.142857142857143
Bundesliga,2014,2015-04-24 19:30:00,Mainz 05,h,w,3,2,0,5,6,10.615384615384617,7.064516129032258
Bundesliga,2014,2015-05-03 14:30:00,Mainz 05,h,l,0,1,2,7,1,6.521739130434782,12.48
Bundesliga,2014,2015-05-09 17:30:00,Mainz 05,a,l,0,0,2,1,9,11.166666666666666,5.794871794871795
Bundesliga,2014,2015-05-16 14:30:00,Mainz 05,h,w,3,2,0,10,3,8.392857142857142,12.125
Bundesliga,2014,2015-05-23 14:30:00,Mainz 05,a,l,0,0,2,2,10,26.73684210526316,6.2
Bundesliga,2014,2014-08-23 14:30:00,Hannover 96,h,w,3,2,1,4,3,9.642857142857142,6.055555555555555
Bundesliga,2014,2014-08-31 14:30:00,Hannover 96,a,d,1,0,0,7,7,10.12,11.294117647058824
Bundesliga,2014,2014-09-14 16:30:00,Hannover 96,h,w,3,2,0,9,9,5.081081081081081,6.228571428571429
Bundesliga,2014,2014-09-20 14:30:00,Hannover 96,a,l,0,0,2,7,4,7.947368421052632,12.55
Bundesliga,2014,2014-09-24 19:00:00,Hannover 96,h,w,3,1,0,3,5,19.63157894736842,11.136363636363637
Bundesliga,2014,2014-09-27 14:30:00,Hannover 96,a,l,0,0,1,5,5,15.857142857142858,8.242424242424242
Bundesliga,2014,2014-10-04 14:30:00,Hannover 96,a,l,0,0,4,5,14,52.375,11.0
Bundesliga,2014,2014-10-18 14:30:00,Hannover 96,h,l,0,0,3,7,4,11.478260869565217,10.357142857142858
Bundesliga,2014,2014-10-25 14:30:00,Hannover 96,a,w,3,1,0,2,10,8.04,8.608695652173912
Bundesliga,2014,2014-11-01 14:30:00,Hannover 96,h,w,3,1,0,5,5,6.5,12.26923076923077
Bundesliga,2014,2014-11-07 19:30:00,Hannover 96,a,w,3,2,0,4,3,4.166666666666667,7.55
Bundesliga,2014,2014-11-22 14:30:00,Hannover 96,h,l,0,1,3,4,9,4.6923076923076925,4.142857142857143
Bundesliga,2014,2014-11-29 17:30:00,Hannover 96,a,l,0,3,4,7,7,3.3823529411764706,6.704545454545454
Bundesliga,2014,2014-12-06 14:30:00,Hannover 96,h,l,0,1,3,9,3,7.272727272727272,8.777777777777779
Bundesliga,2014,2014-12-13 14:30:00,Hannover 96,a,d,1,3,3,5,7,6.115384615384615,8.375
Bundesliga,2014,2014-12-16 19:00:00,Hannover 96,h,w,3,2,0,6,0,8.642857142857142,7.378378378378378
Bundesliga,2014,2014-12-21 16:30:00,Hannover 96,a,d,1,2,2,10,4,5.555555555555555,9.548387096774194
Bundesliga,2014,2015-01-31 14:30:00,Hannover 96,a,l,0,0,1,11,10,7.545454545454546,16.26086956521739
Bundesliga,2014,2015-02-03 19:00:00,Hannover 96,h,d,1,1,1,8,8,12.55,16.047619047619047
Bundesliga,2014,2015-02-07 17:30:00,Hannover 96,a,l,0,1,2,7,2,6.315789473684211,10.945945945945946
Bundesliga,2014,2015-02-15 16:30:00,Hannover 96,h,l,0,1,2,6,1,5.925925925925926,16.958333333333332
Bundesliga,2014,2015-02-21 17:30:00,Hannover 96,a,d,1,1,1,2,5,7.346153846153846,12.296296296296296
Bundesliga,2014,2015-02-28 14:30:00,Hannover 96,h,d,1,1,1,3,2,4.764705882352941,8.26923076923077
Bundesliga,2014,2015-03-07 14:30:00,Hannover 96,h,l,0,1,3,0,3,40.45454545454545,4.095238095238095
Bundesliga,2014,2015-03-15 16:30:00,Hannover 96,a,l,0,0,2,3,12,15.08,8.058823529411764
Bundesliga,2014,2015-03-21 14:30:00,Hannover 96,h,l,0,2,3,4,10,8.0,9.166666666666666
Bundesliga,2014,2015-04-04 14:30:00,Hannover 96,a,d,1,2,2,7,4,4.0,13.434782608695652
Bundesliga,2014,2015-04-10 19:30:00,Hannover 96,h,d,1,1,1,2,6,7.85,11.846153846153848
Bundesliga,2014,2015-04-18 14:30:00,Hannover 96,a,l,0,0,4,0,5,8.0,6.36
Bundesliga,2014,2015-04-25 14:30:00,Hannover 96,h,l,0,1,2,8,5,8.631578947368421,5.074074074074074
Bundesliga,2014,2015-05-02 14:30:00,Hannover 96,a,d,1,2,2,2,7,15.318181818181818,4.6
Bundesliga,2014,2015-05-09 14:30:00,Hannover 96,h,d,1,1,1,5,5,3.727272727272727,8.8
Bundesliga,2014,2015-05-16 14:30:00,Hannover 96,a,w,3,2,1,7,7,16.571428571428573,3.357142857142857
Bundesliga,2014,2015-05-23 14:30:00,Hannover 96,h,w,3,2,1,5,7,10.478260869565217,5.25
Bundesliga,2014,2014-08-23 17:30:00,Borussia Dortmund,h,l,0,0,2,2,5,3.333333333333333,5.8
Bundesliga,2014,2014-08-29 19:30:00,Borussia Dortmund,a,w,3,3,2,8,2,13.814814814814817,9.041666666666666
Bundesliga,2014,2014-09-13 14:30:00,Borussia Dortmund,h,w,3,3,1,9,1,13.117647058823527,18.695652173913043
Bundesliga,2014,2014-09-20 17:30:00,Borussia Dortmund,a,l,0,0,2,8,4,5.0,9.333333333333334
Bundesliga,2014,2014-09-24 19:00:00,Borussia Dortmund,h,d,1,2,2,14,5,8.863636363636363,22.235294117647054
Bundesliga,2014,2014-09-27 14:30:00,Borussia Dortmund,a,l,0,1,2,7,2,4.777777777777778,8.925925925925926
Bundesliga,2014,2014-10-04 14:30:00,Borussia Dortmund,h,l,0,0,1,7,4,4.142857142857143,7.333333333333333
Bundesliga,2014,2014-10-18 14:30:00,Borussia Dortmund,a,l,0,1,2,11,1,6.72,13.321428571428571
Bundesliga,2014,2014-10-25 14:30:00,Borussia Dortmund,h,l,0,0,1,10,2,8.608695652173912,8.04
Bundesliga,2014,2014-11-01 17:30:00,Borussia Dortmund,a,l,0,1,2,3,11,13.4,6.193548387096774
Bundesliga,2014,2014-11-09 16:30:00,Borussia Dortmund,h,w,3,1,0,10,0,9.93939393939394,14.95
Bundesliga,2014,2014-11-22 14:30:00,Borussia Dortmund,a,d,1,2,2,12,1,7.366666666666666,15.5
Bundesliga,2014,2014-11-30 16:30:00,Borussia Dortmund,a,l,0,0,2,9,4,7.428571428571429,8.310344827586206
Bundesliga,2014,2014-12-05 19:30:00,Borussia Dortmund,h,w,3,1,0,9,0,5.878048780487805,8.214285714285714
Bundesliga,2014,2014-12-13 14:30:00,Borussia Dortmund,a,l,0,0,1,8,2,4.678571428571429,27.73333333333333
Bundesliga,2014,2014-12-17 19:00:00,Borussia Dortmund,h,d,1,2,2,7,8,11.914285714285716,6.807692307692308
Bundesliga,2014,2014-12-20 14:30:00,Borussia Dortmund,a,l,0,1,2,7,6,4.896551724137931,13.208333333333334
Bundesliga,2014,2015-01-31 17:30:00,Borussia Dortmund,a,d,1,0,0,0,6,5.487804878048781,2.41025641025641
Bundesliga,2014,2015-02-04 19:00:00,Borussia Dortmund,h,l,0,0,1,16,2,8.787878787878787,10.608695652173912
Bundesliga,2014,2015-02-07 14:30:00,Borussia Dortmund,a,w,3,3,0,11,6,5.255813953488372,6.0
Bundesliga,2014,2015-02-13 19:30:00,Borussia Dortmund,h,w,3,4,2,8,2,7.303030303030303,22.071428571428573
Bundesliga,2014,2015-02-20 19:30:00,Borussia Dortmund,a,w,3,3,2,6,1,6.975,14.695652173913045
Bundesliga,2014,2015-02-28 14:30:00,Borussia Dortmund,h,w,3,3,0,14,1,5.15625,20.875
Bundesliga,2014,2015-03-07 14:30:00,Borussia Dortmund,a,d,1,0,0,7,2,2.7096774193548385,10.73076923076923
Bundesliga,2014,2015-03-14 17:30:00,Borussia Dortmund,h,d,1,0,0,10,4,5.290322580645161,43.55555555555556
Bundesliga,2014,2015-03-21 14:30:00,Borussia Dortmund,a,w,3,3,2,10,4,9.166666666666666,8.0
Bundesliga,2014,2015-04-04 17:30:00,Borussia Dortmund,h,l,0,0,1,8,3,6.875,7.617647058823529
Bundesliga,2014,2015-04-11 14:30:00,Borussia Dortmund,a,l,0,1,3,8,5,12.275862068965518,19.3125
Bundesliga,2014,2015-04-18 14:30:00,Borussia Dortmund,h,w,3,3,0,14,2,6.625,10.185185185185183
Bundesliga,2014,2015-04-25 14:30:00,Borussia Dortmund,h,w,3,2,0,9,2,10.969696969696969,7.6923076923076925
Bundesliga,2014,2015-05-02 14:30:00,Borussia Dortmund,a,d,1,1,1,6,6,9.478260869565217,5.023255813953488
Bundesliga,2014,2015-05-09 14:30:00,Borussia Dortmund,h,w,3,2,0,5,2,8.368421052631579,8.451612903225806
Bundesliga,2014,2015-05-16 14:30:00,Borussia Dortmund,a,l,0,1,2,6,2,8.277777777777779,12.52
Bundesliga,2014,2015-05-23 14:30:00,Borussia Dortmund,h,w,3,3,2,13,4,6.28,16.90909090909091
Bundesliga,2014,2014-08-24 16:30:00,Borussia M.Gladbach,h,d,1,1,1,7,3,14.105263157894736,14.5
Bundesliga,2014,2014-08-31 16:30:00,Borussia M.Gladbach,a,d,1,0,0,1,7,19.0,10.869565217391305
Bundesliga,2014,2014-09-13 17:30:00,Borussia M.Gladbach,h,w,3,4,1,13,8,12.071428571428571,12.909090909090908
Bundesliga,2014,2014-09-21 16:30:00,Borussia M.Gladbach,a,d,1,0,0,5,2,7.566666666666666,22.6
Bundesliga,2014,2014-09-24 19:00:00,Borussia M.Gladbach,h,w,3,1,0,4,2,7.533333333333333,10.35
Bundesliga,2014,2014-09-27 14:30:00,Borussia M.Gladbach,a,w,3,2,1,5,8,10.95,11.0
Bundesliga,2014,2014-10-05 16:30:00,Borussia M.Gladbach,h,d,1,1,1,13,3,6.441176470588236,18.5
Bundesliga,2014,2014-10-18 14:30:00,Borussia M.Gladbach,a,w,3,3,0,4,7,10.357142857142858,11.478260869565217
Bundesliga,2014,2014-10-26 16:30:00,Borussia M.Gladbach,h,d,1,0,0,7,5,26.857142857142858,6.3
Bundesliga,2014,2014-11-02 14:30:00,Borussia M.Gladbach,h,w,3,3,1,10,5,10.0625,8.225806451612904
Bundesliga,2014,2014-11-09 16:30:00,Borussia M.Gladbach,a,l,0,0,1,0,10,14.95,9.93939393939394
Bundesliga,2014,2014-11-22 14:30:00,Borussia M.Gladbach,h,l,0,1,3,11,10,11.764705882352942,9.375
Bundesliga,2014,2014-11-30 14:30:00,Borussia M.Gladbach,a,l,0,0,1,3,4,6.451612903225806,12.38888888888889
Bundesliga,2014,2014-12-06 14:30:00,Borussia M.Gladbach,h,w,3,3,2,6,4,10.782608695652174,13.333333333333334
Bundesliga,2014,2014-12-14 14:30:00,Borussia M.Gladbach,a,d,1,1,1,2,13,12.157894736842104,6.454545454545454
Bundesliga,2014,2014-12-17 19:00:00,Borussia M.Gladbach,h,w,3,4,1,8,7,9.379310344827584,20.045454545454547
Bundesliga,2014,2014-12-20 14:30:00,Borussia M.Gladbach,a,l,0,1,2,11,7,13.523809523809524,15.85
Bundesliga,2014,2015-01-31 14:30:00,Borussia M.Gladbach,a,w,3,1,0,7,6,15.5,16.75
Bundesliga,2014,2015-02-03 19:00:00,Borussia M.Gladbach,h,w,3,1,0,5,9,15.615384615384617,9.714285714285714
Bundesliga,2014,2015-02-06 19:30:00,Borussia M.Gladbach,a,l,0,0,1,3,2,6.0,11.292682926829269
Bundesliga,2014,2015-02-14 14:30:00,Borussia M.Gladbach,h,w,3,1,0,8,2,7.529411764705882,32.642857142857146
Bundesliga,2014,2015-02-22 14:30:00,Borussia M.Gladbach,a,d,1,1,1,8,8,10.434782608695652,16.047619047619047
Bundesliga,2014,2015-03-01 14:30:00,Borussia M.Gladbach,h,w,3,2,0,9,2,12.142857142857142,13.347826086956522
Bundesliga,2014,2015-03-07 17:30:00,Borussia M.Gladbach,a,d,1,2,2,3,5,7.92,10.285714285714286
Bundesliga,2014,2015-03-15 16:30:00,Borussia M.Gladbach,h,w,3,2,0,12,3,8.058823529411764,15.08
Bundesliga,2014,2015-03-22 16:30:00,Borussia M.Gladbach,a,w,3,2,0,3,13,47.3,7.181818181818182
Bundesliga,2014,2015-04-04 14:30:00,Borussia M.Gladbach,a,w,3,4,1,6,7,12.842105263157896,9.76595744680851
Bundesliga,2014,2015-04-11 14:30:00,Borussia M.Gladbach,h,w,3,3,1,5,8,19.3125,12.275862068965518
Bundesliga,2014,2015-04-17 19:30:00,Borussia M.Gladbach,a,d,1,0,0,6,6,12.5,8.435897435897436
Bundesliga,2014,2015-04-26 16:30:00,Borussia M.Gladbach,h,w,3,1,0,8,1,10.434782608695652,15.307692307692308
Bundesliga,2014,2015-05-03 16:30:00,Borussia M.Gladbach,a,w,3,2,1,10,2,6.0,12.125
Bundesliga,2014,2015-05-09 14:30:00,Borussia M.Gladbach,h,w,3,3,0,4,6,8.083333333333334,6.075
Bundesliga,2014,2015-05-16 14:30:00,Borussia M.Gladbach,a,w,3,2,0,7,10,6.909090909090909,17.333333333333332
Bundesliga,2014,2015-05-23 14:30:00,Borussia M.Gladbach,h,l,0,1,3,7,3,23.0,6.868421052631579
Bundesliga,2014,2014-08-22 19:30:00,Wolfsburg,a,l,0,1,2,4,5,21.85,9.625
Bundesliga,2014,2014-08-30 14:30:00,Wolfsburg,h,d,1,2,2,4,2,4.971428571428572,12.75
Bundesliga,2014,2014-09-13 14:30:00,Wolfsburg,a,d,1,1,1,6,10,12.2,6.307692307692308
Bundesliga,2014,2014-09-21 14:30:00,Wolfsburg,h,w,3,4,1,7,3,4.903225806451613,11.516129032258064
Bundesliga,2014,2014-09-24 19:00:00,Wolfsburg,a,l,0,0,1,4,2,2.967741935483871,12.48
Bundesliga,2014,2014-09-27 17:30:00,Wolfsburg,h,w,3,2,1,5,5,4.560975609756097,10.866666666666667
Bundesliga,2014,2014-10-05 14:30:00,Wolfsburg,h,w,3,1,0,4,5,9.833333333333334,9.535714285714286
Bundesliga,2014,2014-10-18 14:30:00,Wolfsburg,a,w,3,2,1,2,11,8.428571428571429,6.529411764705882
Bundesliga,2014,2014-10-26 14:30:00,Wolfsburg,h,w,3,3,0,8,4,6.735294117647059,6.024390243902439
Bundesliga,2014,2014-11-01 14:30:00,Wolfsburg,a,w,3,4,0,8,4,19.9375,7.46875
Bundesliga,2014,2014-11-09 14:30:00,Wolfsburg,h,w,3,2,0,4,3,11.681818181818182,8.709677419354838
Bundesliga,2014,2014-11-22 14:30:00,Wolfsburg,a,l,0,2,3,8,4,6.84,15.863636363636363
Bundesliga,2014,2014-11-30 14:30:00,Wolfsburg,h,w,3,1,0,4,3,12.38888888888889,6.451612903225806
Bundesliga,2014,2014-12-06 14:30:00,Wolfsburg,a,w,3,3,1,3,9,8.777777777777779,7.272727272727272
Bundesliga,2014,2014-12-14 16:30:00,Wolfsburg,h,d,1,1,1,7,2,3.9444444444444446,10.371428571428572
Bundesliga,2014,2014-12-17 19:00:00,Wolfsburg,a,d,1,2,2,8,7,6.807692307692308,11.914285714285716
Bundesliga,2014,2014-12-20 17:30:00,Wolfsburg,h,w,3,2,1,5,3,7.68,17.541666666666668
Bundesliga,2014,2015-01-30 19:30:00,Wolfsburg,h,w,3,4,1,3,12,13.8,4.878787878787879
Bundesliga,2014,2015-02-03 19:00:00,Wolfsburg,a,d,1,1,1,7,6,8.363636363636363,6.243902439024391
Bundesliga,2014,2015-02-07 14:30:00,Wolfsburg,h,w,3,3,0,4,6,6.461538461538462,7.925
Bundesliga,2014,2015-02-14 14:30:00,Wolfsburg,a,w,3,5,4,4,7,5.92,4.893617021276596
Bundesliga,2014,2015-02-22 16:30:00,Wolfsburg,h,w,3,2,1,6,1,9.476190476190476,19.2
Bundesliga,2014,2015-03-01 16:30:00,Wolfsburg,a,w,3,5,3,8,5,7.761904761904762,7.756756756756757
Bundesliga,2014,2015-03-07 14:30:00,Wolfsburg,a,l,0,0,1,1,0,8.173913043478262,8.363636363636363
Bundesliga,2014,2015-03-15 14:30:00,Wolfsburg,h,w,3,3,0,14,11,10.458333333333334,11.695652173913045
Bundesliga,2014,2015-03-22 14:30:00,Wolfsburg,a,d,1,1,1,2,10,4.411764705882353,15.0
Bundesliga,2014,2015-04-04 14:30:00,Wolfsburg,h,w,3,3,1,5,1,8.588235294117647,11.333333333333334
Bundesliga,2014,2015-04-11 17:30:00,Wolfsburg,a,w,3,2,0,2,0,6.742857142857143,7.413793103448276
Bundesliga,2014,2015-04-19 16:30:00,Wolfsburg,h,d,1,1,1,6,1,11.421052631578949,11.285714285714286
Bundesliga,2014,2015-04-26 16:30:00,Wolfsburg,a,l,0,0,1,1,8,15.307692307692308,10.434782608695652
Bundesliga,2014,2015-05-02 14:30:00,Wolfsburg,h,d,1,2,2,7,2,4.6,15.318181818181818
Bundesliga,2014,2015-05-10 14:30:00,Wolfsburg,a,w,3,3,1,5,2,6.833333333333333,7.96969696969697
Bundesliga,2014,2015-05-16 14:30:00,Wolfsburg,h,w,3,2,1,2,6,12.52,8.277777777777779
Bundesliga,2014,2015-05-23 14:30:00,Wolfsburg,a,d,1,2,2,4,4,15.285714285714286,20.63636363636364
Bundesliga,2014,2014-08-23 14:30:00,Eintracht Frankfurt,h,w,3,1,0,3,13,10.517241379310343,3.4651162790697674
Bundesliga,2014,2014-08-30 14:30:00,Eintracht Frankfurt,a,d,1,2,2,2,4,12.75,4.971428571428572
Bundesliga,2014,2014-09-14 14:30:00,Eintracht Frankfurt,h,l,0,0,1,4,3,6.086956521739131,6.121212121212121
Bundesliga,2014,2014-09-20 14:30:00,Eintracht Frankfurt,a,d,1,2,2,2,4,16.35,9.521739130434783
Bundesliga,2014,2014-09-23 19:00:00,Eintracht Frankfurt,h,d,1,2,2,11,4,9.307692307692308,7.84375
Bundesliga,2014,2014-09-28 16:30:00,Eintracht Frankfurt,a,w,3,2,1,2,6,8.2,3.931034482758621
Bundesliga,2014,2014-10-04 17:30:00,Eintracht Frankfurt,h,w,3,3,2,5,4,13.565217391304348,12.84
Bundesliga,2014,2014-10-19 16:30:00,Eintracht Frankfurt,a,l,0,1,3,6,7,8.678571428571429,9.785714285714286
Bundesliga,2014,2014-10-25 14:30:00,Eintracht Frankfurt,h,l,0,4,5,9,5,6.962962962962963,7.1
Bundesliga,2014,2014-11-01 14:30:00,Eintracht Frankfurt,a,l,0,0,1,5,5,12.26923076923077,6.5
Bundesliga,2014,2014-11-08 14:30:00,Eintracht Frankfurt,h,l,0,0,4,1,13,8.326530612244898,6.12
Bundesliga,2014,2014-11-22 14:30:00,Eintracht Frankfurt,a,w,3,3,1,10,11,9.375,11.764705882352942
Bundesliga,2014,2014-11-30 16:30:00,Eintracht Frankfurt,h,w,3,2,0,4,9,8.310344827586206,7.428571428571429
Bundesliga,2014,2014-12-07 16:30:00,Eintracht Frankfurt,h,w,3,5,2,8,7,4.727272727272728,7.75
Bundesliga,2014,2014-12-12 19:30:00,Eintracht Frankfurt,a,l,0,2,3,12,10,5.793103448275862,6.194444444444445
Bundesliga,2014,2014-12-17 19:00:00,Eintracht Frankfurt,h,d,1,4,4,11,1,2.2432432432432434,11.466666666666669
Bundesliga,2014,2014-12-20 14:30:00,Eintracht Frankfurt,a,d,1,1,1,4,6,5.892857142857143,3.864864864864865
Bundesliga,2014,2015-01-31 14:30:00,Eintracht Frankfurt,a,l,0,1,4,10,12,6.205882352941177,11.1875
Bundesliga,2014,2015-02-03 19:00:00,Eintracht Frankfurt,h,d,1,1,1,6,7,6.243902439024391,8.363636363636363
Bundesliga,2014,2015-02-08 16:30:00,Eintracht Frankfurt,a,d,1,2,2,6,5,4.594594594594595,7.275862068965517
Bundesliga,2014,2015-02-14 17:30:00,Eintracht Frankfurt,h,w,3,1,0,7,3,8.592592592592593,8.724137931034482
Bundesliga,2014,2015-02-21 14:30:00,Eintracht Frankfurt,a,l,0,1,3,8,5,5.114285714285714,13.764705882352942
Bundesliga,2014,2015-02-28 17:30:00,Eintracht Frankfurt,h,w,3,2,1,7,1,4.885714285714286,9.19047619047619
Bundesliga,2014,2015-03-08 14:30:00,Eintracht Frankfurt,a,l,0,2,4,9,3,4.576923076923077,9.666666666666666
